"SECTOR","PERIOD","COFOG","UNIT_MEAS","VALUE"
"S1313","1995","GF0302","MCHF","520.95790428"
"S1313","1995","GF0302","SHARE","1.55814346549568"
"S1313","1995","GF0303","MCHF","26.56861262"
"S1313","1995","GF0303","SHARE","0.0794645974291407"
"S1313","1995","GF0304","MCHF","3.2758181"
"S1313","1995","GF0304","SHARE","0.00979771018873745"
"S1313","1995","GF0305","MCHF","0"
"S1313","1995","GF0305","SHARE","0"
"S1313","1995","GF0306","MCHF","485.41479256"
"S1313","1995","GF0306","SHARE","1.45183685834967"
"S1313","1995","GF04","MCHF","4013.71259091"
"S1313","1995","GF04","SHARE","12.0046936509151"
"S1313","1995","GF0401","MCHF","16.80184002"
"S1313","1995","GF0401","SHARE","0.050252960978966"
"S1313","1995","GF0402","MCHF","711.15043017"
"S1313","1995","GF0402","SHARE","2.12699411344044"
"S1313","1995","GF0403","MCHF","33.95617942"
"S1313","1995","GF0403","SHARE","0.101560219437682"
"S1313","1995","GF0404","MCHF","0"
"S1313","1995","GF0404","SHARE","0"
"S1313","1995","GF0405","MCHF","2953.80667172"
"S1313","1995","GF0405","SHARE","8.83459973649688"
"S1313","1995","GF0406","MCHF","0.045806"
"S1313","1995","GF0406","SHARE","0.000137002085953829"
"S1313","1995","GF0407","MCHF","265.60117115"
"S1313","1995","GF0407","SHARE","0.794391880525037"
"S1313","1995","GF0408","MCHF","0"
"S1313","1995","GF0408","SHARE","0"
"S1313","1995","GF0409","MCHF","32.35049243"
"S1313","1995","GF0409","SHARE","0.0967577379501276"
"S1313","1995","GF05","MCHF","2573.10698644"
"S1313","1995","GF05","SHARE","7.69595739694909"
"S1313","1995","GF0501","MCHF","841.98971702"
"S1313","1995","GF0501","SHARE","2.51832396593053"
"S1313","1995","GF0502","MCHF","1669.38925311"
"S1313","1995","GF0502","SHARE","4.99300986650164"
"S1313","1995","GF0503","MCHF","0"
"S1313","1995","GF0503","SHARE","0"
"S1313","1995","GF0504","MCHF","13.02200755"
"S1313","1995","GF0504","SHARE","0.0389477840819217"
"S1313","1995","GF0505","MCHF","0"
"S1313","1995","GF0505","SHARE","0"
"S1313","1995","GF0506","MCHF","48.70600876"
"S1313","1995","GF0506","SHARE","0.145675780434997"
"S1313","1995","GF06","MCHF","316.43441824"
